pmid	status	method	filename	journal	year	author	doi	title	detail
24954572	no_pdf	-		JACC Cardiovasc Interv	2014	Chen	10.1016/j.jcin.2014.05.001	Transcatheter aortic valve implantation in a patient with severe bicuspid aortic valve stenosis and ascending aortic aneurysm.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
25240545	no_pdf	-		JACC Cardiovasc Interv	2014	Martínez	10.1016/j.jcin.2014.02.021	Transcatheter valve-in-valve replacement in complex cyanotic congenital heart disease with a single ventricle.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
25459044	no_pdf	-		JACC Cardiovasc Interv	2014	Acosta-Vélez	10.1016/j.jcin.2014.05.034	Acute artery occlusion during transcatheter aortic valve replacement in a patient with an anomalous origin of the circumflex artery.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
25616835	no_pdf	-		JACC Cardiovasc Interv	2015	Price	10.1016/j.jcin.2014.07.027	Impingement of left main ostium after device occlusion of paravalvular leak post-transcatheter aortic valve replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
25700765	no_pdf	-		JACC Cardiovasc Interv	2015	Wolf	10.1016/j.jcin.2013.11.030	Successful repositioning of a direct flow medical 25-mm valve due to acute occlusion of right coronary artery during transcatheter aortic valve replacement procedure.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
25794508	no_pdf	-		Circ Cardiovasc Interv	2015	Buzzatti	10.1161/CIRCINTERVENTIONS.114.002331	Use of double stiff wire allows successful transfemoral transcatheter aortic valve implantation through extreme thoracic aorta tortuosity.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26003030	no_pdf	-		JACC Cardiovasc Interv	2015	Mark	10.1016/j.jcin.2015.01.034	Percutaneous Ventricular Septal Defect Closure After Sapien 3 Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26038483	no_pdf	-		Circ Cardiovasc Interv	2015	Gössl	10.1161/CIRCINTERVENTIONS.114.002253	Pulmonary hypertension in patients undergoing transcatheter aortic valve replacement: discussion of the current evidence.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26292591	no_pdf	-		JACC Cardiovasc Interv	2015	Anuwatworn	10.1016/j.jcin.2015.03.037	Stroke With Valve Tissue Embolization During Transcatheter Aortic Valve Replacement Treated With Endovascular Intervention.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26315749	no_pdf	-		JACC Cardiovasc Interv	2015	Lugomirski	10.1016/j.jcin.2015.03.033	Late Presentation of Left Main Coronary Artery Impingement Post-Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26476607	no_pdf	-		JACC Cardiovasc Interv	2015	Saji	10.1016/j.jcin.2015.06.027	Anterior Mitral Leaflet Perforation During Transcatheter Aortic Valve Replacement in a Patient With Mitral Annular Calcification.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26585626	no_pdf	-		JACC Cardiovasc Interv	2015	Williams	10.1016/j.jcin.2015.07.025	Embolization of Left Atrial Appendage Thrombus During Transcatheter Aortic Valve Replacement: A Potential Mechanism of Periprocedural Stroke.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26718523	no_pdf	-		JACC Cardiovasc Interv	2015	Merchan	10.1016/j.jcin.2015.06.032	Novel Percutaneous Apical Exclusion of a Left Ventricular Pseudoaneurysm After Complicated Transapical Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
26777328	no_pdf	-		JACC Cardiovasc Interv	2016	Oda	10.1016/j.jcin.2015.10.037	1-Year Follow-Up of Contained Aortic Root Rupture After Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
27013164	no_pdf	-		JACC Cardiovasc Interv	2016	Kaneko	10.1016/j.jcin.2016.01.022	Multivessel Coronary Artery Spasm After Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
27101919	no_pdf	-		JACC Cardiovasc Interv	2016	Sawaya	10.1016/j.jcin.2016.01.040	An Unusual Complication After Rupture of the SAPIEN 3 Valve Balloon During Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
27372192	no_pdf	-		JACC Cardiovasc Interv	2016	Issa	10.1016/j.jcin.2016.04.039	High-Risk Transcatheter Aortic Valve Replacement With Evolut-R CoreValve to Simultaneously Treat Severe Calcific Aortic Stenosis and a Large Aortic Root Pseudoaneurysm.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
27372196	no_pdf	-		JACC Cardiovasc Interv	2016	Couture	10.1016/j.jcin.2016.04.041	Stuck Leaflet After Transcatheter Aortic Valve Replacement With a SAPIEN-3 Valve: New Valve, Old Complication.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
27491617	no_pdf	-		JACC Cardiovasc Interv	2016	Broyd	10.1016/j.jcin.2016.05.016	Late Presentation of a Semicomplete Occluded Right Coronary Artery by a Direct Flow Valve Preventing Interventional Therapy for ST-Segment Elevation Myocardial Infarction.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28330643	no_pdf	-		JACC Cardiovasc Interv	2017	Kamioka	10.1016/j.jcin.2017.02.003	Transcatheter Treatment of Subaortic Stenosis Via Transcaval Access.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28527766	no_pdf	-		JACC Cardiovasc Interv	2017	Tay	10.1016/j.jcin.2017.03.035	Successful Transcatheter Aortic Valve Replacement for Severe Aortic Valve Regurgitation Following a David I Valve-Sparing Procedure.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28734884	no_pdf	-		JACC Cardiovasc Interv	2017	Kubo	10.1016/j.jcin.2017.05.011	Vascular Injury Caused by Retrieval of Ruptured and Detached Balloon Valvuloplasty Catheter During Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28866041	no_pdf	-		JACC Cardiovasc Interv	2017	Pu	10.1016/j.jcin.2017.06.011	Transcatheter Closure of Aortic Anastomosis Leak Resulting in Patent Cabrol Shunt After Aortic Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28877885	no_pdf	-		Circ Cardiovasc Imaging	2017	Kong	10.1161/CIRCIMAGING.117.005987	Bicuspid Aortic Valve: What to Image in Patients Considered for Transcatheter Aortic Valve Replacement?	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28893771	no_pdf	-		Circ Cardiovasc Interv	2017	Gandhi	10.1161/CIRCINTERVENTIONS.117.005312	MitraClip and Transcatheter Aortic Valve Replacement in a Patient With Recurrent Heart Failure.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
28964762	no_pdf	-		JACC Cardiovasc Interv	2017	Spaziano	10.1016/j.jcin.2017.06.047	"Simultaneous TAVR and Left Main ""Chimney"" Stenting in a Patient With Low Left Main Height."	EPMC: no PMC | UPW: Unpaywall: no PDF URL
29471955	no_pdf	-		JACC Cardiovasc Interv	2018	Yoshida	10.1016/j.jcin.2017.11.017	A Case of Successful Reopening of Left Main Coronary Artery Occlusion After Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
29501546	no_pdf	-		JACC Cardiovasc Interv	2018	Goel	10.1016/j.jcin.2017.12.006	Successful MitraClip for Severe Mitral Regurgitation Secondary to Papillary Muscle Rupture as a Complication of Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
29680217	no_pdf	-		JACC Cardiovasc Interv	2018	Glassy	10.1016/j.jcin.2018.01.241	Delayed Left Main Narrowing From the Native Left Aortic Valve Leaflet After Transcatheter Aortic Valve Replacement With the Lotus Valve: A Successful Intervention for a Novel Complication.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30031716	no_pdf	-		JACC Cardiovasc Interv	2018	Ierovante	10.1016/j.jcin.2018.05.004	Prophylactic Ipsilateral Superficial Femoral Artery Access in Patients With Elevated Risk for Femoral Access Complications During Transfemoral Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30121283	no_pdf	-		JACC Cardiovasc Interv	2018	Sanghvi	10.1016/j.jcin.2018.06.042	Intervention of Prohibitive Aortic and Iliac Atherosclerotic Stenosis to Allow Successful Transfemoral Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30190072	no_pdf	-		JACC Cardiovasc Interv	2018	Xiong	10.1016/j.jcin.2018.06.002	Supra-Annular Sizing for Transcatheter Aortic Valve Replacement Candidates With Bicuspid Aortic Valve.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30286865	no_pdf	-		JACC Cardiovasc Interv	2018	Berry	10.1016/j.jcin.2018.07.046	Transcatheter Aortic Valve Replacement for Bioprosthetic Aortic Stenosis in Pregnancy.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30343025	no_pdf	-		JACC Cardiovasc Interv	2018	Cannata	10.1016/j.jcin.2018.08.024	Transcatheter Aortic Valve Replacement for Severe Aortic Regurgitation in Singleton-Merten Syndrome.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30562089	no_pdf	-		Circ Cardiovasc Interv	2018	Yaku	10.1161/CIRCINTERVENTIONS.118.006925	Utility of a 3-Dimensional Printed Model to Simulate Transcatheter Aortic Valve Implantation in a Patient With an Intramural Hematoma and a Penetrating Atherosclerotic Ulcer in the Distal Aortic Arch.	EPMC: no PMC | UPW: Unpaywall: tried 1 URLs, all failed
30621966	no_pdf	-		JACC Cardiovasc Interv	2019	Amano	10.1016/j.jcin.2018.10.011	Stabilized Sinus of Valsalva Aneurysm After CoreValve Implantation.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
30772295	no_pdf	-		JACC Cardiovasc Interv	2019	Cruz-González	10.1016/j.jcin.2018.11.041	Facilitated Transfemoral Access by Shockwave Lithoplasty for Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
31255557	no_pdf	-		JACC Cardiovasc Interv	2019	Ochiai	10.1016/j.jcin.2019.04.044	Late Contained Aortic Root Rupture After Transcatheter Aortic Valve Replacement for Bicuspid Aortic Stenosis.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
31255558	no_pdf	-		JACC Cardiovasc Interv	2019	Kaneko	10.1016/j.jcin.2019.04.025	Valsalva Sinus Perforation Following Valve Dislodgement During Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
31377267	no_pdf	-		JACC Cardiovasc Interv	2019	Sakurai	10.1016/j.jcin.2019.04.050	Fatal Leaflet Thrombus Following Transcatheter Aortic Valve Replacement During Temporary Anticoagulation Withdrawal.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
31473235	no_pdf	-		JACC Cardiovasc Interv	2019	Hernández-Enríquez	10.1016/j.jcin.2019.05.031	Use of an Arteriovenous Loop to Facilitate Transcatheter Aortic Valve Alignment in a Patient With Giant Ascending Aortic Aneurysm.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
31564595	no_pdf	-		JACC Cardiovasc Interv	2020	Ihdayhid	10.1016/j.jcin.2019.08.027	Complicated Interaction Between Balloon Expandable Sheath and Self-Expanding Aortic Bioprosthesis.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
31883722	no_pdf	-		JACC Cardiovasc Interv	2020	Ninomiya	10.1016/j.jcin.2019.08.053	Corroborative Autopsy Findings for Current Concerns After Implantation of Self-Expandable Transcatheter Heart Valve.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
32061606	no_pdf	-		JACC Cardiovasc Interv	2020	So	10.1016/j.jcin.2019.12.009	"The ""Snare-and-Anchor"" Technique to Rescue Frozen Mechanical Mitral Valve Leaflet After Transcatheter Aortic Valve Replacement."	EPMC: no PMC | UPW: Unpaywall: no PDF URL
32113926	no_pdf	-		JACC Cardiovasc Interv	2020	Sulimov	10.1016/j.jcin.2019.12.016	Bailout Bleeding Management for Large-Bore Access: Initial Experience With a Novel Technique.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
32208736	no_pdf	-		Circ Cardiovasc Imaging	2020	Ro	10.1161/CIRCIMAGING.119.010162	Murphy's Law or Domino Effect: Severe Aortic Annular Calcification in Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
32305390	no_pdf	-		JACC Cardiovasc Interv	2020	Piayda	10.1016/j.jcin.2020.02.010	Delivery Catheter Capsule Demolition During the Deployment of a Medtronic CoreValve Evolut R.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
32370620	no_pdf	-		Circ Cardiovasc Imaging	2020	Książczyk	10.1161/CIRCIMAGING.119.010263	Rare Case of Enormous Left Ventricular Pseudoaneurysm Complicating Transcatheter Aortic Valve Implantation.	EPMC: no PMC | UPW: Unpaywall: tried 1 URLs, all failed
32473885	no_pdf	-		JACC Cardiovasc Interv	2020	Kadoya	10.1016/j.jcin.2020.04.030	Multiple Small Bowel Perforations Associated With Cholesterol Crystal Embolization After Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
34727706	no_pdf	-		Circ Cardiovasc Imaging	2021	Fujimoto	10.1161/CIRCIMAGING.121.013357	Case With Transthyretin Amyloid Cardiomyopathy Complicated With Rapidly Progressive Aortic Stenosis Possibly Caused by Amyloid Deposition in the Aortic Valve.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
38573255	no_pdf	-		JACC Cardiovasc Interv	2024	Dakroub	10.1016/j.jcin.2024.01.311	Transcatheter Aortic Valve Embolization Complicated by Inversion and Left Ventricular Outflow Tract Obstruction.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
38602112	no_pdf	-		Circ Cardiovasc Imaging	2024	Nesta	10.1161/CIRCIMAGING.123.016151	Unrecognized Hole in the Aortic Stenosis Heart: Acquired Gerbode Defect Detected During Pretransfemoral Aortic Valve Implantation Evaluation.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
38836356	no_pdf	-		Circ Cardiovasc Imaging	2024	Nesta	10.1161/CIRCIMAGING.123.016193	Potential Life-Threatening Complication After Transacatheter Aortic Valve Replacement: A Pseudoaneurysm of the Interventricular Septum.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
39177559	no_pdf	-		JACC Cardiovasc Interv	2024	Fang	10.1016/j.jcin.2024.07.012	Mechanical Circulatory Support-Assisted Percutaneous Rescue of Ventricularly Embolized Transcatheter Heart Valve.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
40682582	no_pdf	-		JACC Case Rep	2025	Patel	10.1016/j.jaccas.2025.104553	Salvaging Percutaneously a Suboptimal TAVR Deployment with Repositioning In the Thoracic Aorta: A Novel Snare-Mediated Approach to Prosthesis Malposition.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
40780765	no_pdf	-		JACC Case Rep	2025	Betti	10.1016/j.jaccas.2025.104653	Mitral Transcatheter Edge-to-Edge Repair for Anterior Leaflet Flail Induced by Transapical Transcatheter Aortic Valve Replacement.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
40846372	no_pdf	-		JACC Case Rep	2025	Husain	10.1016/j.jaccas.2025.104671	Iatrogenic VSDs After TAVRs and Electrophysiologic Implications.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41136054	no_pdf	-		JACC Case Rep	2025	Demir	10.1016/j.jaccas.2025.105343	TAV-in-TAV to Rescue Suboptimal Index TAVR: The Critical Role of Anatomy.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41238247	no_pdf	-		JACC Case Rep	2025	Theriot	10.1016/j.jaccas.2025.105711	Reducing Readmissions After Transcatheter Aortic Valve Replacement Through Enhanced Transitional Care.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41386948	no_pdf	-		JACC Case Rep	2025	Farrow-Cypel	10.1016/j.jaccas.2025.105896	Modern Management of Massive Pulmonary Emboli and Concurrent Grade III Splenic Laceration.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41563215	no_pdf	-		JACC Case Rep	2025	Nobile	10.1016/j.jaccas.2025.106579	Transcatheter Mitral Valve-in-Valve Replacement: Overcoming an Obstacle Race.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41396079	no_pdf	-		JACC Case Rep	2026	Frisoli	10.1016/j.jaccas.2025.106294	Left Main Coronary Artery Obstruction After Transcatheter Heart Valve Implantation for Aortic Regurgitation.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41537733	no_pdf	-		JACC Case Rep	2026	Onishi	10.1016/j.jaccas.2025.106548	Balloon Rupture of a Balloon-Expandable Valve in Redo TAVR for Failed Self-Expanding Valve.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41563194	no_pdf	-		JACC Case Rep	2026	Hauptmann	10.1016/j.jaccas.2025.106605	Transcatheter Mitral Repair as a Bridge to Cancer Therapy in a Young Patient With Marantic Endocarditis.	EPMC: err ReadTimeout: HTTPSConnectionPool(host='europepmc.org', port=443 | UPW: Unpaywall: no PDF URL
41665587	no_pdf	-		JACC Case Rep	2026	Cooney	10.1016/j.jaccas.2026.106921	Novel Use of Radiofrequency Guidewire in Leaflet Modification: The BABICORN and ROBIN Procedures.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41823903	no_pdf	-		JACC Case Rep	2026	Pompei	10.1016/j.jaccas.2026.107274	Frozen Leaflet During Transcatheter Balloon-Expandable Aortic Valve Implantation: Early Recognition and Safe Management.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41830936	no_pdf	-		JACC Case Rep	2026	Kumar	10.1016/j.jaccas.2026.107379	Anatomic Determinants and Procedural Strategies for TAVR in Patients With Prior Mechanical Mitral Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41860492	no_pdf	-		JACC Case Rep	2026	Yamamoto	10.1016/j.jaccas.2026.107501	Valve Pop-Up and Infolding in Transcatheter Aortic Valve Replacement for a Heavily Calcified Bicuspid Valve.	EPMC: HTTP 500 | UPW: Unpaywall: no PDF URL
41879594	no_pdf	-		JACC Case Rep	2026	Prinz	10.1016/j.jaccas.2026.107552	Safety and Feasibility of Transcatheter Aortic Valve Replacement in Patients With Hematologic Neoplasms.	EPMC: HTTP 500 | UPW: Unpaywall: no PDF URL
41885655	no_pdf	-		JACC Case Rep	2026	Patil	10.1016/j.jaccas.2026.107633	Evaluation and Management of Cardiac Tamponade During Transcatheter Aortic Valve Replacement.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41902815	no_pdf	-		JACC Case Rep	2026	Silva	10.1016/j.jaccas.2026.107635	Aortic Root and Tricuspid Annulus Reconstruction for Transcatheter Valve Replacement-Associated Infective Endocarditis in an Octogenarian.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41902823	no_pdf	-		JACC Case Rep	2026	Corona	10.1016/j.jaccas.2026.107365	The Snubbed Complication: Why Postinfarction Ventricular Septal Defect Management Lacks Evidence-Based Guidance in 2026.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
41979549	no_pdf	-		JACC Case Rep	2026	Liu	10.1016/j.jaccas.2026.107820	Transapical TAVR in Native Aortic Regurgitation With Chronic Type A Dissection.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
42017247	no_pdf	-		JACC Case Rep	2026	Chen	10.1016/j.jaccas.2026.108304	A Combined Strategy for TAVR in High-Risk Anatomy: Small Ventricle and Low Coronary Ostia.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
42017248	no_pdf	-		JACC Case Rep	2026	Xu	10.1016/j.jaccas.2026.108251	Precision Management of High-Risk Coronary Obstruction During TAVR Using a Physiology-Guided Strategy.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
42017851	no_pdf	-		JACC Case Rep	2026	Jadvani	10.1016/j.jaccas.2026.108016	Late Sinus of Valsalva Sequestration After Transcatheter Aortic Valve Implantation in Native Aortic Valve.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
